Batch_ID,Machine_ID,Line_ID,Product_ID,Temperature,Pressure,Speed,Vibration,Humidity,Operator,Shift,Production_Time,Has_Defect,Defect_Type,Defect_Status
BAT-14192,M-04,Line-2,PROD-B20,89.0,10.98,1585,3.54,71.1,Op-Charlie,Morning,2026-06-07 11:29,1,Dimensional Deviation,REWORK
BAT-14193,M-06,Line-3,PROD-D40,75.9,8.03,1199,1.81,55.0,Op-Charlie,Morning,2026-05-17 11:29,0,None,PASS
BAT-14194,M-02,Line-1,PROD-D40,71.5,9.16,1156,1.86,53.8,Op-Bob,Afternoon,2026-03-14 11:29,0,None,PASS
BAT-14195,M-02,Line-1,PROD-C30,71.1,8.78,1220,2.76,40.0,Op-Frank,Night,2026-05-18 11:29,0,None,PASS
BAT-14196,M-06,Line-3,PROD-C30,76.3,8.67,1209,1.75,44.2,Op-Elena,Morning,2026-07-23 11:29,0,None,PASS
BAT-14197,M-08,Line-4,PROD-D40,76.4,8.1,1220,2.11,49.7,Op-Charlie,Morning,2026-04-27 11:29,0,None,PASS
BAT-14198,M-01,Line-1,PROD-B20,75.2,8.38,1248,1.88,50.5,Op-Elena,Afternoon,2026-02-10 11:29,0,None,PASS
BAT-14199,M-06,Line-3,PROD-C30,77.7,8.93,1129,2.46,42.4,Op-Alice,Night,2026-04-04 11:29,0,None,PASS
BAT-14200,M-05,Line-3,PROD-C30,74.0,8.34,1154,2.57,48.3,Op-Frank,Afternoon,2026-06-30 11:29,0,None,PASS
BAT-14201,M-03,Line-2,PROD-B20,76.6,8.31,1168,2.58,58.5,Op-Elena,Night,2026-04-09 11:29,0,None,PASS
BAT-14202,M-05,Line-3,PROD-D40,70.9,8.57,1240,2.06,55.0,Op-Bob,Morning,2026-02-26 11:29,0,None,PASS
BAT-14203,M-06,Line-3,PROD-C30,75.1,9.05,1218,2.19,56.5,Op-David,Night,2026-08-07 11:29,0,None,PASS
BAT-14204,M-08,Line-4,PROD-C30,74.9,8.67,1270,2.55,44.8,Op-Elena,Morning,2026-03-20 11:29,0,None,PASS
BAT-14205,M-02,Line-1,PROD-C30,73.7,8.32,1243,2.11,44.8,Op-Frank,Night,2026-06-07 11:29,0,None,PASS
BAT-14206,M-08,Line-4,PROD-C30,72.7,9.06,1190,1.38,42.1,Op-Bob,Morning,2026-03-16 11:29,0,None,PASS
BAT-14207,M-01,Line-1,PROD-C30,74.4,7.98,1176,2.33,42.8,Op-Alice,Night,2026-05-03 11:29,0,None,PASS
BAT-14208,M-08,Line-4,PROD-D40,72.1,8.33,1216,2.48,45.7,Op-Frank,Afternoon,2026-05-29 11:29,0,None,PASS
BAT-14209,M-04,Line-2,PROD-A10,80.1,11.54,1413,5.37,65.0,Op-Frank,Night,2026-05-16 11:29,1,Surface Crack,REWORK
BAT-14210,M-08,Line-4,PROD-B20,73.0,8.61,1205,2.56,55.1,Op-Alice,Afternoon,2026-04-03 11:29,0,None,PASS
BAT-14211,M-06,Line-3,PROD-A10,71.1,8.89,1175,1.89,49.9,Op-Alice,Afternoon,2026-04-09 11:29,0,None,PASS
BAT-14212,M-07,Line-4,PROD-B20,79.9,9.08,1485,2.34,51.0,Op-Frank,Morning,2026-02-13 11:29,1,Dimensional Deviation,REWORK
BAT-14213,M-08,Line-4,PROD-A10,77.6,9.12,1215,2.45,48.5,Op-Alice,Night,2026-07-31 11:29,0,None,PASS
BAT-14214,M-06,Line-3,PROD-D40,79.3,8.89,1271,2.61,52.6,Op-Charlie,Morning,2026-05-05 11:29,0,None,PASS
BAT-14215,M-01,Line-1,PROD-D40,75.3,7.99,1288,2.22,46.1,Op-Frank,Night,2026-07-26 11:29,0,None,PASS
BAT-14216,M-03,Line-2,PROD-D40,73.6,7.83,1217,2.6,44.5,Op-Elena,Night,2026-04-01 11:29,0,None,PASS
BAT-14217,M-02,Line-1,PROD-C30,75.1,8.44,1164,2.4,49.1,Op-Charlie,Morning,2026-04-01 11:29,1,Surface Crack,REWORK
BAT-14218,M-04,Line-2,PROD-A10,85.6,10.09,1409,5.03,69.1,Op-Bob,Night,2026-05-31 11:29,1,Surface Crack,SCRAP
BAT-14219,M-06,Line-3,PROD-A10,71.0,9.0,1126,2.56,51.9,Op-Frank,Afternoon,2026-03-17 11:29,0,None,PASS
BAT-14220,M-02,Line-1,PROD-A10,72.9,8.62,1233,1.82,53.0,Op-Charlie,Morning,2026-02-16 11:29,0,None,PASS
BAT-14221,M-08,Line-4,PROD-A10,71.9,9.3,1309,1.82,51.7,Op-Alice,Afternoon,2026-03-01 11:29,0,None,PASS
BAT-14222,M-03,Line-2,PROD-A10,73.8,8.33,1281,1.66,54.9,Op-Alice,Afternoon,2026-05-29 11:29,0,None,PASS
BAT-14223,M-04,Line-2,PROD-B20,88.4,9.34,1334,6.92,75.0,Op-Bob,Morning,2026-03-16 11:29,1,Surface Crack,REWORK
BAT-14224,M-06,Line-3,PROD-B20,77.7,8.73,1232,1.89,51.9,Op-Elena,Morning,2026-03-29 11:29,0,None,PASS
BAT-14225,M-01,Line-1,PROD-C30,75.9,8.41,1218,2.32,48.3,Op-David,Morning,2026-07-27 11:29,1,Contamination,SCRAP
BAT-14226,M-02,Line-1,PROD-A10,75.5,8.85,1126,2.04,49.7,Op-Bob,Afternoon,2026-06-26 11:29,0,None,PASS
BAT-14227,M-04,Line-2,PROD-A10,89.7,9.65,1465,5.88,71.5,Op-Bob,Morning,2026-07-24 11:29,1,Surface Crack,REWORK
BAT-14228,M-07,Line-4,PROD-A10,81.2,5.47,1431,2.61,51.9,Op-Bob,Morning,2026-04-13 11:29,0,None,PASS
BAT-14229,M-05,Line-3,PROD-C30,78.3,9.59,1205,3.01,48.7,Op-David,Night,2026-04-23 11:29,0,None,PASS
BAT-14230,M-04,Line-2,PROD-C30,84.6,9.3,1342,5.53,57.3,Op-Bob,Night,2026-05-23 11:29,1,Surface Crack,SCRAP
BAT-14231,M-08,Line-4,PROD-D40,73.4,7.62,1220,2.54,39.3,Op-Alice,Morning,2026-04-18 11:29,0,None,PASS
BAT-14232,M-07,Line-4,PROD-D40,74.9,5.37,1435,2.18,47.5,Op-Bob,Afternoon,2026-03-26 11:29,0,None,PASS
BAT-14233,M-06,Line-3,PROD-B20,68.4,8.42,1159,1.83,44.5,Op-David,Afternoon,2026-07-22 11:29,0,None,PASS
BAT-14234,M-04,Line-2,PROD-C30,90.5,9.35,1460,5.95,68.8,Op-Frank,Night,2026-06-30 11:29,1,Surface Crack,REWORK
BAT-14235,M-08,Line-4,PROD-B20,67.9,8.04,1212,2.31,47.0,Op-Charlie,Afternoon,2026-03-05 11:29,0,None,PASS
BAT-14236,M-03,Line-2,PROD-D40,71.8,8.06,1211,1.97,38.9,Op-David,Afternoon,2026-05-06 11:29,0,None,PASS
BAT-14237,M-02,Line-1,PROD-C30,74.0,8.62,1207,2.36,43.5,Op-David,Afternoon,2026-03-22 11:29,0,None,PASS
BAT-14238,M-04,Line-2,PROD-A10,84.9,10.15,1485,3.13,73.6,Op-Elena,Afternoon,2026-05-27 11:29,1,Dimensional Deviation,REWORK
BAT-14239,M-06,Line-3,PROD-B20,75.7,9.72,1301,2.41,50.8,Op-Bob,Afternoon,2026-07-08 11:29,0,None,PASS
BAT-14240,M-03,Line-2,PROD-C30,75.3,8.86,1244,2.33,44.2,Op-David,Afternoon,2026-05-21 11:29,0,None,PASS
BAT-14241,M-06,Line-3,PROD-B20,71.9,8.61,1268,2.16,48.3,Op-Charlie,Morning,2026-07-03 11:29,0,None,PASS
BAT-14242,M-07,Line-4,PROD-B20,81.9,6.84,1309,3.43,50.5,Op-Frank,Night,2026-07-01 11:29,0,None,PASS
BAT-14243,M-04,Line-2,PROD-B20,83.4,10.49,1454,4.98,66.0,Op-Charlie,Morning,2026-05-20 11:29,1,Surface Crack,REWORK
BAT-14244,M-05,Line-3,PROD-A10,72.1,8.49,1120,1.69,52.5,Op-Charlie,Afternoon,2026-03-02 11:29,0,None,PASS
BAT-14245,M-08,Line-4,PROD-D40,78.1,8.57,1266,2.62,40.0,Op-Bob,Night,2026-07-20 11:29,0,None,PASS
BAT-14246,M-04,Line-2,PROD-C30,84.7,10.45,1408,6.86,70.3,Op-Charlie,Morning,2026-07-28 11:29,1,Surface Crack,REWORK
BAT-14247,M-07,Line-4,PROD-B20,82.3,7.14,1295,3.88,50.4,Op-Frank,Night,2026-02-16 11:29,1,Surface Crack,REWORK
BAT-14248,M-03,Line-2,PROD-C30,68.7,8.6,1239,2.18,48.9,Op-Elena,Afternoon,2026-07-11 11:29,0,None,PASS
BAT-14249,M-02,Line-1,PROD-D40,73.2,10.18,1198,1.65,47.5,Op-Alice,Afternoon,2026-04-08 11:29,0,None,PASS
BAT-14250,M-02,Line-1,PROD-A10,74.2,8.97,1261,2.55,51.1,Op-David,Night,2026-07-27 11:29,0,None,PASS
BAT-14251,M-08,Line-4,PROD-A10,72.0,8.6,1231,1.57,46.7,Op-Alice,Morning,2026-02-15 11:29,0,None,PASS
BAT-14252,M-04,Line-2,PROD-D40,86.8,10.35,1391,5.22,51.0,Op-Bob,Afternoon,2026-02-25 11:29,1,Surface Crack,REWORK
BAT-14253,M-01,Line-1,PROD-A10,76.9,8.67,1239,2.56,49.9,Op-Charlie,Night,2026-07-17 11:29,0,None,PASS
BAT-14254,M-08,Line-4,PROD-A10,74.5,8.22,1240,1.91,47.9,Op-Elena,Morning,2026-05-19 11:29,0,None,PASS
BAT-14255,M-04,Line-2,PROD-A10,83.4,10.25,1343,4.99,72.2,Op-Bob,Morning,2026-04-24 11:29,1,Surface Crack,REWORK
BAT-14256,M-05,Line-3,PROD-D40,74.9,8.57,1196,1.4,44.1,Op-David,Morning,2026-05-03 11:29,0,None,PASS
BAT-14257,M-03,Line-2,PROD-B20,79.4,7.7,1166,1.74,42.2,Op-David,Night,2026-04-26 11:29,0,None,PASS
BAT-14258,M-07,Line-4,PROD-B20,78.9,4.35,1459,3.11,62.0,Op-Bob,Night,2026-03-09 11:29,1,Dimensional Deviation,SCRAP
BAT-14259,M-05,Line-3,PROD-A10,74.8,8.11,1231,2.06,46.4,Op-Bob,Afternoon,2026-07-06 11:29,0,None,PASS
BAT-14260,M-02,Line-1,PROD-A10,82.5,8.48,1168,2.48,48.6,Op-Bob,Night,2026-05-26 11:29,0,None,PASS
BAT-14261,M-07,Line-4,PROD-C30,84.6,5.96,1333,4.25,54.6,Op-Elena,Afternoon,2026-03-04 11:29,1,Surface Crack,REWORK
BAT-14262,M-01,Line-1,PROD-D40,72.4,8.54,1155,1.76,47.1,Op-Frank,Night,2026-04-08 11:29,0,None,PASS
BAT-14263,M-04,Line-2,PROD-A10,87.5,9.92,1350,3.66,68.8,Op-Alice,Morning,2026-05-20 11:29,1,Porosity,SCRAP
BAT-14264,M-01,Line-1,PROD-A10,74.7,7.57,1207,2.26,51.1,Op-David,Night,2026-04-14 11:29,0,None,PASS
BAT-14265,M-05,Line-3,PROD-A10,74.9,8.47,1188,2.45,51.4,Op-Alice,Morning,2026-04-08 11:29,0,None,PASS
BAT-14266,M-05,Line-3,PROD-B20,75.1,8.25,1259,2.26,49.2,Op-David,Night,2026-05-28 11:29,0,None,PASS
BAT-14267,M-04,Line-2,PROD-C30,88.3,9.36,1408,6.0,74.3,Op-Elena,Morning,2026-04-23 11:29,1,Surface Crack,REWORK
BAT-14268,M-05,Line-3,PROD-A10,78.7,8.9,1189,2.48,53.5,Op-Frank,Morning,2026-02-28 11:29,0,None,PASS
BAT-14269,M-08,Line-4,PROD-B20,77.5,8.48,1266,2.01,45.7,Op-Alice,Morning,2026-04-15 11:29,0,None,PASS
BAT-14270,M-02,Line-1,PROD-A10,69.3,9.33,1344,1.9,46.1,Op-David,Morning,2026-04-23 11:29,0,None,PASS
BAT-14271,M-02,Line-1,PROD-A10,71.8,8.61,1099,1.51,46.5,Op-Alice,Afternoon,2026-07-27 11:29,0,None,PASS
BAT-14272,M-03,Line-2,PROD-A10,75.9,8.29,1226,2.01,46.6,Op-Bob,Night,2026-07-03 11:29,0,None,PASS
BAT-14273,M-07,Line-4,PROD-D40,76.6,4.65,1253,2.78,46.8,Op-Alice,Afternoon,2026-06-29 11:29,0,None,PASS
BAT-14274,M-02,Line-1,PROD-A10,71.5,9.01,1209,1.57,46.4,Op-Bob,Afternoon,2026-03-18 11:29,0,None,PASS
BAT-14275,M-04,Line-2,PROD-C30,86.0,9.75,1425,3.45,67.7,Op-Elena,Night,2026-05-05 11:29,1,Dimensional Deviation,REWORK
BAT-14276,M-03,Line-2,PROD-A10,74.0,8.42,1236,1.95,43.4,Op-Bob,Afternoon,2026-04-01 11:29,0,None,PASS
BAT-14277,M-01,Line-1,PROD-D40,74.6,8.85,1277,2.3,46.1,Op-Elena,Night,2026-03-06 11:29,0,None,PASS
BAT-14278,M-02,Line-1,PROD-B20,76.6,8.85,1256,2.38,45.5,Op-Elena,Afternoon,2026-02-25 11:29,0,None,PASS
BAT-14279,M-08,Line-4,PROD-A10,73.1,9.7,1216,2.44,35.8,Op-Frank,Morning,2026-06-16 11:29,0,None,PASS
BAT-14280,M-03,Line-2,PROD-A10,75.0,8.61,1158,2.29,46.1,Op-Elena,Night,2026-04-30 11:29,0,None,PASS
BAT-14281,M-01,Line-1,PROD-B20,72.0,8.64,1197,2.17,47.4,Op-Charlie,Afternoon,2026-07-31 11:29,0,None,PASS
BAT-14282,M-03,Line-2,PROD-A10,73.2,8.28,1306,2.92,45.9,Op-Charlie,Morning,2026-03-12 11:29,0,None,PASS
BAT-14283,M-08,Line-4,PROD-C30,76.5,7.61,1178,2.51,49.7,Op-Charlie,Morning,2026-06-14 11:29,0,None,PASS
BAT-14284,M-02,Line-1,PROD-B20,75.9,8.48,1202,2.31,44.8,Op-David,Afternoon,2026-06-20 11:29,0,None,PASS
BAT-14285,M-07,Line-4,PROD-C30,74.6,6.45,1338,4.63,59.5,Op-David,Morning,2026-07-14 11:29,1,Dimensional Deviation,REWORK
BAT-14286,M-02,Line-1,PROD-A10,71.0,9.49,1286,2.15,48.1,Op-Frank,Afternoon,2026-04-28 11:29,0,None,PASS
BAT-14287,M-02,Line-1,PROD-D40,72.4,7.81,1215,2.67,36.4,Op-Alice,Night,2026-04-24 11:29,0,None,PASS
BAT-14288,M-03,Line-2,PROD-A10,77.6,8.91,1203,1.64,51.9,Op-Charlie,Afternoon,2026-02-22 11:29,0,None,PASS
BAT-14289,M-04,Line-2,PROD-A10,80.5,9.45,1536,4.48,64.2,Op-Charlie,Morning,2026-05-05 11:29,1,Surface Crack,REWORK
BAT-14290,M-07,Line-4,PROD-B20,76.7,7.02,1244,2.96,58.5,Op-David,Morning,2026-05-25 11:29,0,None,PASS
BAT-14291,M-06,Line-3,PROD-C30,73.1,8.44,1180,2.12,43.7,Op-Bob,Afternoon,2026-03-26 11:29,0,None,PASS
BAT-14292,M-08,Line-4,PROD-C30,71.6,7.99,1178,2.34,44.8,Op-Alice,Morning,2026-03-17 11:29,0,None,PASS
BAT-14293,M-05,Line-3,PROD-D40,72.9,8.97,1226,2.4,47.6,Op-Frank,Morning,2026-06-09 11:29,0,None,PASS
BAT-14294,M-05,Line-3,PROD-C30,71.6,8.06,1139,1.72,41.4,Op-David,Afternoon,2026-07-14 11:29,0,None,PASS
BAT-14295,M-04,Line-2,PROD-A10,83.4,10.9,1593,4.66,69.1,Op-Alice,Afternoon,2026-03-09 11:29,1,Surface Crack,SCRAP
BAT-14296,M-06,Line-3,PROD-D40,71.2,7.67,1237,2.04,40.4,Op-David,Afternoon,2026-07-29 11:29,0,None,PASS
BAT-14297,M-04,Line-2,PROD-C30,84.6,10.91,1323,5.44,62.3,Op-Charlie,Night,2026-04-26 11:29,1,Surface Crack,SCRAP
BAT-14298,M-03,Line-2,PROD-D40,68.1,9.95,1195,1.62,49.1,Op-Frank,Night,2026-03-04 11:29,0,None,PASS
BAT-14299,M-07,Line-4,PROD-D40,77.9,7.88,1364,3.62,58.8,Op-Bob,Night,2026-05-13 11:29,0,None,PASS
BAT-14300,M-01,Line-1,PROD-C30,76.3,8.76,1214,2.24,44.9,Op-David,Morning,2026-06-11 11:29,0,None,PASS
BAT-14301,M-01,Line-1,PROD-A10,80.0,7.71,1211,2.77,50.0,Op-Charlie,Night,2026-04-21 11:29,0,None,PASS
BAT-14302,M-04,Line-2,PROD-A10,89.2,9.38,1297,5.38,72.1,Op-David,Night,2026-07-25 11:29,0,None,PASS
BAT-14303,M-07,Line-4,PROD-B20,78.4,7.69,1259,2.96,52.9,Op-Charlie,Morning,2026-08-08 11:29,0,None,PASS
BAT-14304,M-02,Line-1,PROD-A10,75.0,9.63,1182,2.16,43.5,Op-Alice,Night,2026-05-26 11:29,0,None,PASS
BAT-14305,M-01,Line-1,PROD-C30,67.7,9.3,1193,1.84,44.8,Op-Alice,Afternoon,2026-03-16 11:29,0,None,PASS
BAT-14306,M-01,Line-1,PROD-D40,76.1,7.77,1244,2.23,48.6,Op-David,Morning,2026-03-31 11:29,0,None,PASS
BAT-14307,M-02,Line-1,PROD-A10,78.8,8.78,1146,2.22,44.3,Op-Charlie,Night,2026-03-23 11:29,0,None,PASS
BAT-14308,M-03,Line-2,PROD-B20,77.0,8.52,1231,2.72,50.8,Op-Bob,Morning,2026-07-02 11:29,0,None,PASS
BAT-14309,M-01,Line-1,PROD-C30,76.0,9.3,1272,1.98,45.7,Op-David,Afternoon,2026-03-21 11:29,0,None,PASS
BAT-14310,M-06,Line-3,PROD-C30,72.9,8.39,1169,1.76,47.8,Op-Alice,Morning,2026-04-20 11:29,0,None,PASS
BAT-14311,M-05,Line-3,PROD-D40,71.9,9.14,1184,2.2,41.0,Op-Elena,Morning,2026-04-09 11:29,0,None,PASS
BAT-14312,M-02,Line-1,PROD-A10,74.3,8.25,1154,2.66,44.1,Op-Bob,Afternoon,2026-07-30 11:29,0,None,PASS
BAT-14313,M-06,Line-3,PROD-B20,70.3,8.89,1227,1.65,51.0,Op-Charlie,Afternoon,2026-03-19 11:29,0,None,PASS
BAT-14314,M-03,Line-2,PROD-A10,73.6,9.45,1154,2.61,44.2,Op-David,Afternoon,2026-03-12 11:29,0,None,PASS
BAT-14315,M-06,Line-3,PROD-D40,75.3,8.82,1226,2.14,50.4,Op-Elena,Morning,2026-07-13 11:29,0,None,PASS
BAT-14316,M-04,Line-2,PROD-A10,82.0,9.11,1499,5.12,68.8,Op-Bob,Night,2026-02-14 11:29,1,Surface Crack,REWORK
BAT-14317,M-05,Line-3,PROD-A10,72.0,8.32,1184,1.55,49.2,Op-Elena,Afternoon,2026-05-05 11:29,0,None,PASS
BAT-14318,M-02,Line-1,PROD-C30,76.6,9.53,1204,2.07,49.9,Op-Bob,Night,2026-03-06 11:29,0,None,PASS
BAT-14319,M-05,Line-3,PROD-C30,73.9,8.39,1176,2.6,56.1,Op-David,Night,2026-05-25 11:29,0,None,PASS
BAT-14320,M-05,Line-3,PROD-B20,76.8,8.04,1260,2.1,47.2,Op-Elena,Morning,2026-03-26 11:29,0,None,PASS
BAT-14321,M-04,Line-2,PROD-A10,78.4,9.51,1237,2.05,72.2,Op-David,Morning,2026-05-09 11:29,0,None,PASS
BAT-14322,M-01,Line-1,PROD-B20,74.2,8.18,1111,2.38,53.3,Op-David,Night,2026-07-09 11:29,0,None,PASS
BAT-14323,M-03,Line-2,PROD-A10,77.2,8.95,1147,2.85,48.6,Op-Bob,Night,2026-07-18 11:29,0,None,PASS
BAT-14324,M-08,Line-4,PROD-C30,76.7,8.29,1237,2.11,46.5,Op-Bob,Night,2026-05-24 11:29,0,None,PASS
BAT-14325,M-01,Line-1,PROD-C30,74.8,9.21,1219,2.3,50.9,Op-Charlie,Night,2026-05-03 11:29,0,None,PASS
BAT-14326,M-08,Line-4,PROD-C30,75.0,8.4,1179,2.12,46.2,Op-Elena,Night,2026-04-29 11:29,0,None,PASS
BAT-14327,M-01,Line-1,PROD-C30,75.9,8.62,1276,2.63,39.0,Op-Bob,Night,2026-02-10 11:29,0,None,PASS
BAT-14328,M-07,Line-4,PROD-A10,78.0,5.0,1381,3.06,52.4,Op-Frank,Afternoon,2026-05-12 11:29,0,None,PASS
BAT-14329,M-07,Line-4,PROD-A10,76.9,5.75,1342,3.05,52.9,Op-David,Morning,2026-02-22 11:29,1,Dimensional Deviation,REWORK
BAT-14330,M-04,Line-2,PROD-B20,86.2,10.2,1395,3.86,66.5,Op-David,Afternoon,2026-05-16 11:29,1,Surface Crack,REWORK
BAT-14331,M-07,Line-4,PROD-C30,79.9,6.45,1317,3.73,53.0,Op-Bob,Afternoon,2026-05-27 11:29,1,Dimensional Deviation,REWORK
BAT-14332,M-02,Line-1,PROD-C30,76.0,8.25,1241,2.23,49.9,Op-Elena,Night,2026-02-24 11:29,0,None,PASS
BAT-14333,M-04,Line-2,PROD-A10,82.5,10.49,1216,6.9,59.2,Op-Elena,Afternoon,2026-03-31 11:29,1,Surface Crack,REWORK
BAT-14334,M-03,Line-2,PROD-D40,77.3,8.47,1179,2.14,49.3,Op-Charlie,Afternoon,2026-04-28 11:29,0,None,PASS
BAT-14335,M-08,Line-4,PROD-B20,74.6,8.28,1240,1.89,50.8,Op-Charlie,Morning,2026-06-26 11:29,0,None,PASS
BAT-14336,M-03,Line-2,PROD-B20,73.8,8.59,1220,2.1,43.8,Op-Frank,Morning,2026-04-15 11:29,0,None,PASS
BAT-14337,M-05,Line-3,PROD-A10,73.5,8.82,1119,2.36,52.1,Op-Alice,Afternoon,2026-03-02 11:29,0,None,PASS
BAT-14338,M-03,Line-2,PROD-C30,76.6,8.47,1276,3.42,37.8,Op-Alice,Night,2026-05-05 11:29,0,None,PASS
BAT-14339,M-07,Line-4,PROD-A10,80.3,6.83,1374,4.88,61.1,Op-Charlie,Night,2026-05-07 11:29,1,Surface Crack,REWORK
BAT-14340,M-01,Line-1,PROD-D40,70.4,9.12,1189,1.93,42.5,Op-Bob,Afternoon,2026-07-04 11:29,0,None,PASS
BAT-14341,M-01,Line-1,PROD-B20,71.6,8.8,1196,2.5,51.3,Op-Charlie,Morning,2026-05-15 11:29,0,None,PASS
BAT-14342,M-04,Line-2,PROD-B20,85.9,9.54,1326,4.72,68.5,Op-Bob,Night,2026-03-18 11:29,1,Surface Crack,REWORK
BAT-14343,M-05,Line-3,PROD-C30,71.3,8.57,1211,3.35,48.0,Op-Bob,Morning,2026-03-03 11:29,0,None,PASS
BAT-14344,M-03,Line-2,PROD-D40,73.8,8.56,1160,1.4,54.0,Op-Bob,Morning,2026-04-22 11:29,1,Dimensional Deviation,SCRAP
BAT-14345,M-07,Line-4,PROD-B20,71.7,3.18,1287,3.59,51.5,Op-Frank,Night,2026-07-13 11:29,1,Dimensional Deviation,REWORK
BAT-14346,M-08,Line-4,PROD-C30,72.8,8.23,1221,2.87,41.5,Op-Bob,Night,2026-03-17 11:29,0,None,PASS
BAT-14347,M-01,Line-1,PROD-C30,75.9,8.71,1301,2.2,48.7,Op-Alice,Afternoon,2026-06-08 11:29,0,None,PASS
BAT-14348,M-03,Line-2,PROD-A10,73.8,7.57,1218,2.86,50.1,Op-Charlie,Night,2026-04-12 11:29,0,None,PASS
BAT-14349,M-07,Line-4,PROD-D40,80.2,7.99,1321,2.59,60.8,Op-Elena,Morning,2026-06-11 11:29,0,None,PASS
BAT-14350,M-01,Line-1,PROD-D40,72.1,8.92,1109,2.26,54.1,Op-Bob,Morning,2026-05-11 11:29,0,None,PASS
BAT-14351,M-04,Line-2,PROD-A10,81.6,10.47,1593,4.79,72.6,Op-Bob,Night,2026-03-22 11:29,1,Surface Crack,REWORK
BAT-14352,M-06,Line-3,PROD-A10,75.9,7.59,1197,3.28,45.7,Op-Bob,Morning,2026-02-21 11:29,0,None,PASS
BAT-14353,M-01,Line-1,PROD-A10,70.9,8.03,1192,2.35,46.8,Op-Elena,Morning,2026-07-24 11:29,0,None,PASS
BAT-14354,M-06,Line-3,PROD-B20,75.2,8.33,1228,2.9,46.8,Op-David,Night,2026-06-14 11:29,0,None,PASS
BAT-14355,M-01,Line-1,PROD-A10,76.4,8.67,1235,2.95,46.9,Op-Alice,Night,2026-02-15 11:29,0,None,PASS
BAT-14356,M-06,Line-3,PROD-D40,77.9,9.1,1209,1.99,47.1,Op-Alice,Afternoon,2026-03-19 11:29,0,None,PASS
BAT-14357,M-06,Line-3,PROD-D40,78.7,8.91,1220,1.99,46.3,Op-Frank,Night,2026-08-02 11:29,0,None,PASS
BAT-14358,M-08,Line-4,PROD-A10,81.6,8.33,1256,2.45,54.1,Op-Elena,Night,2026-05-15 11:29,0,None,PASS
BAT-14359,M-05,Line-3,PROD-A10,74.0,8.72,1128,2.23,44.9,Op-Frank,Afternoon,2026-07-08 11:29,0,None,PASS
BAT-14360,M-03,Line-2,PROD-B20,72.5,8.96,1314,2.25,47.5,Op-Alice,Afternoon,2026-05-09 11:29,0,None,PASS
BAT-14361,M-04,Line-2,PROD-B20,86.0,11.35,1347,5.52,61.6,Op-Frank,Morning,2026-03-03 11:29,0,None,PASS
BAT-14362,M-08,Line-4,PROD-D40,73.0,8.96,1263,2.52,51.8,Op-Elena,Morning,2026-04-23 11:29,0,None,PASS
BAT-14363,M-05,Line-3,PROD-D40,76.0,8.02,1239,2.26,42.3,Op-Frank,Afternoon,2026-04-13 11:29,0,None,PASS
BAT-14364,M-02,Line-1,PROD-C30,72.1,8.71,1197,1.31,40.3,Op-Charlie,Morning,2026-08-02 11:29,0,None,PASS
BAT-14365,M-02,Line-1,PROD-A10,78.2,8.42,1180,2.07,51.3,Op-Frank,Afternoon,2026-06-17 11:29,0,None,PASS
BAT-14366,M-07,Line-4,PROD-D40,85.0,5.62,1412,2.7,59.0,Op-Charlie,Morning,2026-05-09 11:29,1,Dimensional Deviation,REWORK
BAT-14367,M-07,Line-4,PROD-A10,80.1,4.64,1173,3.15,60.8,Op-Bob,Morning,2026-07-07 11:29,1,Dimensional Deviation,REWORK
BAT-14368,M-06,Line-3,PROD-D40,68.7,8.26,1242,2.37,44.2,Op-Elena,Morning,2026-05-25 11:29,0,None,PASS
BAT-14369,M-01,Line-1,PROD-B20,72.1,8.74,1155,1.47,45.4,Op-Bob,Morning,2026-02-27 11:29,0,None,PASS
BAT-14370,M-07,Line-4,PROD-D40,76.8,7.71,1257,1.88,51.1,Op-Frank,Night,2026-08-03 11:29,0,None,PASS
BAT-14371,M-01,Line-1,PROD-D40,74.3,8.21,1219,1.92,44.8,Op-Frank,Afternoon,2026-07-21 11:29,0,None,PASS
BAT-14372,M-06,Line-3,PROD-B20,73.7,8.92,1315,2.71,43.9,Op-Bob,Morning,2026-04-01 11:29,0,None,PASS
BAT-14373,M-02,Line-1,PROD-C30,75.9,8.85,1181,2.05,46.0,Op-Elena,Morning,2026-02-28 11:29,0,None,PASS
BAT-14374,M-07,Line-4,PROD-C30,81.9,8.79,1290,3.17,56.6,Op-Frank,Night,2026-05-15 11:29,0,None,PASS
BAT-14375,M-08,Line-4,PROD-A10,73.5,7.57,1266,2.06,47.8,Op-Alice,Afternoon,2026-03-20 11:29,0,None,PASS
BAT-14376,M-04,Line-2,PROD-A10,88.4,10.35,1373,3.24,80.4,Op-Alice,Morning,2026-04-13 11:29,0,None,PASS
BAT-14377,M-06,Line-3,PROD-B20,74.5,8.24,1209,2.32,47.2,Op-Elena,Night,2026-07-04 11:29,0,None,PASS
BAT-14378,M-03,Line-2,PROD-B20,75.1,8.45,1153,1.89,45.9,Op-Frank,Night,2026-02-28 11:29,0,None,PASS
BAT-14379,M-05,Line-3,PROD-D40,73.6,8.57,1279,2.77,43.3,Op-Charlie,Night,2026-07-28 11:29,0,None,PASS
BAT-14380,M-07,Line-4,PROD-D40,72.3,3.0,1402,3.75,62.2,Op-Elena,Morning,2026-03-14 11:29,0,None,PASS
